A,B,C,fit,strange,score,text
A13,B14,C02,0,3,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A13,B14,C03,0,2,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Blood-bank / organ matching: time-critical allocation of scarce perishable supply"
A13,B14,C04,2,2,4,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Reinsurance: pooling many small risks and selling slices to big capital"
A13,B14,C05,1,3,3,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Air-traffic control: live deconfliction of many actors in shared space"
A13,B14,C06,1,3,3,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Spotify royalties: tiny usage events settled into automatic payouts"
A13,B14,C07,0,3,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Carfax-style history report built from many third-party events"
A13,B14,C08,1,3,3,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Ant colony / stigmergy: coordination through traces left in the environment"
A13,B14,C09,0,2,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Clinical triage: route cases by urgency with a short standard question set"
A13,B14,C10,2,2,4,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Futures market: sell next season's output today to lock a price"
A13,B14,C11,0,3,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Container shipping standard (TEU): one box fits every ship, truck, crane"
A13,B14,C12,0,3,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Speedrun/leaderboard gaming: public live competition drives behaviour"
A13,B14,C13,3,2,6,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Tontine / rotating savings club (ROSCA): members fund each other in turn"
A13,B14,C14,1,2,2,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Prediction market: price aggregates dispersed knowledge into a probability"
A13,B14,C15,0,2,0,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Pharmacovigilance: tiny signals from many reports detect rare problems early"
A13,B15,C01,2,3,6,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Property and utility disputes between landlords and tenants over shared costs || Airline yield management: price changes by demand minute to minute
A13,B15,C02,1,3,3,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Property and utility disputes between landlords and tenants over shared costs || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A13,B15,C03,1,3,3,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Property and utility disputes between landlords and tenants over shared costs || Blood-bank / organ matching: time-critical allocation of scarce perishable supply
A13,B15,C04,2,2,4,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Property and utility disputes between landlords and tenants over shared costs || Reinsurance: pooling many small risks and selling slices to big capital
A13,B15,C05,1,3,3,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Property and utility disputes between landlords and tenants over shared costs || Air-traffic control: live deconfliction of many actors in shared space
A13,B15,C06,2,3,6,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Property and utility disputes between landlords and tenants over shared costs || Spotify royalties: tiny usage events settled into automatic payouts
A13,B15,C07,1,3,3,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Property and utility disputes between landlords and tenants over shared costs || Carfax-style history report built from many third-party events
A13,B15,C08,1,3,3,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Property and utility disputes between landlords and tenants over shared costs || Ant colony / stigmergy: coordination through traces left in the environment
A13,B15,C09,1,3,3,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Property and utility disputes between landlords and tenants over shared costs || Clinical triage: route cases by urgency with a short standard question set
A13,B15,C10,4,2,8,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Property and utility disputes between landlords and tenants over shared costs || Futures market: sell next season's output today to lock a price
A13,B15,C11,1,3,3,"Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Property and utility disputes between landlords and tenants over shared costs || Container shipping standard (TEU): one box fits every ship, truck, crane"
A13,B15,C12,1,3,3,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Property and utility disputes between landlords and tenants over shared costs || Speedrun/leaderboard gaming: public live competition drives behaviour
A13,B15,C13,5,2,10,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Property and utility disputes between landlords and tenants over shared costs || Tontine / rotating savings club (ROSCA): members fund each other in turn
A13,B15,C14,2,2,4,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Property and utility disputes between landlords and tenants over shared costs || Prediction market: price aggregates dispersed knowledge into a probability
A13,B15,C15,1,3,3,Tokenised deposits / programmable money pilots (ECB DLT settlement trials) || Property and utility disputes between landlords and tenants over shared costs || Pharmacovigilance: tiny signals from many reports detect rare problems early
A14,B01,C01,0,2,0,EU Accessibility Act in force for SME digital services (28 Jun 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Airline yield management: price changes by demand minute to minute
A14,B01,C02,2,2,4,"EU Accessibility Act in force for SME digital services (28 Jun 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A14,B01,C03,0,2,0,EU Accessibility Act in force for SME digital services (28 Jun 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Blood-bank / organ matching: time-critical allocation of scarce perishable supply
A14,B01,C04,1,2,2,EU Accessibility Act in force for SME digital services (28 Jun 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Reinsurance: pooling many small risks and selling slices to big capital
A14,B01,C05,0,2,0,EU Accessibility Act in force for SME digital services (28 Jun 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Air-traffic control: live deconfliction of many actors in shared space
A14,B01,C06,1,2,2,EU Accessibility Act in force for SME digital services (28 Jun 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Spotify royalties: tiny usage events settled into automatic payouts
A14,B01,C07,1,2,2,EU Accessibility Act in force for SME digital services (28 Jun 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Carfax-style history report built from many third-party events
A14,B01,C08,0,2,0,EU Accessibility Act in force for SME digital services (28 Jun 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Ant colony / stigmergy: coordination through traces left in the environment
A14,B01,C09,1,2,2,EU Accessibility Act in force for SME digital services (28 Jun 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Clinical triage: route cases by urgency with a short standard question set
A14,B01,C10,0,2,0,EU Accessibility Act in force for SME digital services (28 Jun 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Futures market: sell next season's output today to lock a price
A14,B01,C11,2,2,4,"EU Accessibility Act in force for SME digital services (28 Jun 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Container shipping standard (TEU): one box fits every ship, truck, crane"
A14,B01,C12,1,2,2,EU Accessibility Act in force for SME digital services (28 Jun 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Speedrun/leaderboard gaming: public live competition drives behaviour
A14,B01,C13,1,2,2,EU Accessibility Act in force for SME digital services (28 Jun 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Tontine / rotating savings club (ROSCA): members fund each other in turn
A14,B01,C14,1,2,2,EU Accessibility Act in force for SME digital services (28 Jun 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Prediction market: price aggregates dispersed knowledge into a probability
